sample_id,frame_id,view_id,split,image_path,binary_mask_path,source_image_member,indexed_mask_member,raw_labels_member,source,target_policy,width,height,total_pixels,dynamic_positive_pixels,dynamic_positive_pixel_rate,dynamic_positive_categories,static_negative_categories,context_negative_categories,unknown_categories,category_pixel_stats_json,category_indices_json
000001700_image-0,000001700,image_0,train,outputs/dynamic_mask_dataset_p217/images/000001700_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001700_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001700/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001700/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001700/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,347185,0.85295057,cart_pallet_jack|goods_material|misc_non_static_feature,misc_static_feature,ceiling|driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":305,""ceiling"":9321,""driveable_ground"":30435,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":344155,""misc_dynamic_feature"":0,""misc_non_static_feature"":2725,""misc_static_feature"":381,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":19718}","{""cart_pallet_jack"":[12],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[9,10,11],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001700_image-1,000001700,image_1,train,outputs/dynamic_mask_dataset_p217/images/000001700_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001700_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001700/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001700/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001700/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,619062,0.67172526,cart_pallet_jack|goods_material|person,misc_static_feature,ceiling|driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":66569,""ceiling"":8450,""driveable_ground"":244554,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":531137,""misc_dynamic_feature"":0,""misc_non_static_feature"":0,""misc_static_feature"":3923,""person"":21356,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":45611}","{""cart_pallet_jack"":[11,12],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[],""misc_static_feature"":[5],""person"":[9],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001700_image-2,000001700,image_2,train,outputs/dynamic_mask_dataset_p217/images/000001700_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001700_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001700/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001700/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001700/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,201152,0.49418239,goods_material,,wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":0,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":201152,""misc_dynamic_feature"":0,""misc_non_static_feature"":0,""misc_static_feature"":0,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":205886}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[],""misc_static_feature"":[],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001703_image-0,000001703,image_0,train,outputs/dynamic_mask_dataset_p217/images/000001703_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001703_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001703/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001703/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001703/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,133056,0.32688679,goods_material|misc_non_static_feature,misc_static_feature|rack_shelf,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":81083,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":97375,""misc_dynamic_feature"":0,""misc_non_static_feature"":35681,""misc_static_feature"":34678,""person"":0,""pylon_cone"":0,""rack_shelf"":6234,""text_region"":0,""wall_fence_pillar"":151989}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[9,10,11,12],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[6],""text_region"":[],""wall_fence_pillar"":[4]}"
000001703_image-1,000001703,image_1,train,outputs/dynamic_mask_dataset_p217/images/000001703_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001703_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001703/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001703/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001703/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,540453,0.58642904,cart_pallet_jack|goods_material|person,rack_shelf,driveable_ground|ego_vehicle|wall_fence_pillar,,"{""cart_pallet_jack"":21767,""ceiling"":0,""driveable_ground"":175642,""ego_vehicle"":4335,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":328120,""misc_dynamic_feature"":0,""misc_non_static_feature"":0,""misc_static_feature"":0,""person"":190566,""pylon_cone"":0,""rack_shelf"":157946,""text_region"":0,""wall_fence_pillar"":43224}","{""cart_pallet_jack"":[10],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[3],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[],""misc_static_feature"":[],""person"":[9],""pylon_cone"":[],""rack_shelf"":[6],""text_region"":[],""wall_fence_pillar"":[4]}"
000001703_image-2,000001703,image_2,train,outputs/dynamic_mask_dataset_p217/images/000001703_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001703_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001703/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001703/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001703/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,270793,0.66527368,cart_pallet_jack|goods_material|misc_dynamic_feature|misc_non_static_feature,fixed_machinery|misc_static_feature|rack_shelf,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":5290,""ceiling"":0,""driveable_ground"":4033,""ego_vehicle"":0,""fixed_machinery"":1168,""fork_truck"":0,""goods_material"":68178,""misc_dynamic_feature"":197010,""misc_non_static_feature"":315,""misc_static_feature"":35584,""person"":0,""pylon_cone"":0,""rack_shelf"":26601,""text_region"":0,""wall_fence_pillar"":68861}","{""cart_pallet_jack"":[14,17],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[8],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[18,21,22],""misc_non_static_feature"":[20],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[6],""text_region"":[],""wall_fence_pillar"":[4]}"
000001716_image-0,000001716,image_0,train,outputs/dynamic_mask_dataset_p217/images/000001716_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001716_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001716/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001716/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001716/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,40032,0.09834906,cart_pallet_jack|goods_material|misc_non_static_feature|pylon_cone,misc_static_feature|rack_shelf,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":1435,""ceiling"":0,""driveable_ground"":196778,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":38320,""misc_dynamic_feature"":0,""misc_non_static_feature"":1,""misc_static_feature"":12486,""person"":0,""pylon_cone"":276,""rack_shelf"":1545,""text_region"":0,""wall_fence_pillar"":156199}","{""cart_pallet_jack"":[9],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[17],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[14,15,16],""rack_shelf"":[6],""text_region"":[],""wall_fence_pillar"":[4]}"
000001716_image-1,000001716,image_1,train,outputs/dynamic_mask_dataset_p217/images/000001716_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001716_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001716/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001716/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001716/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,97220,0.10549045,fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person,fixed_machinery|misc_static_feature|rack_shelf,ceiling|driveable_ground|ego_vehicle|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":130960,""driveable_ground"":439000,""ego_vehicle"":3664,""fixed_machinery"":6808,""fork_truck"":1370,""goods_material"":23098,""misc_dynamic_feature"":42886,""misc_non_static_feature"":15908,""misc_static_feature"":21936,""person"":13958,""pylon_cone"":0,""rack_shelf"":9546,""text_region"":0,""wall_fence_pillar"":212466}","{""cart_pallet_jack"":[],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[3],""fixed_machinery"":[8],""fork_truck"":[36],""goods_material"":[7],""misc_dynamic_feature"":[9,10,11,12,14,24,27,33],""misc_non_static_feature"":[15,16,17,18,19,30,31,32,34,35],""misc_static_feature"":[5],""person"":[20],""pylon_cone"":[],""rack_shelf"":[6],""text_region"":[],""wall_fence_pillar"":[4]}"
000001716_image-2,000001716,image_2,train,outputs/dynamic_mask_dataset_p217/images/000001716_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001716_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001716/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001716/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001716/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,16637,0.04087313,goods_material|misc_dynamic_feature|misc_non_static_feature,fixed_machinery|misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":147173,""ego_vehicle"":0,""fixed_machinery"":11236,""fork_truck"":0,""goods_material"":5961,""misc_dynamic_feature"":10006,""misc_non_static_feature"":670,""misc_static_feature"":58281,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":173713}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[8],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[21],""misc_non_static_feature"":[22,23,24,25,26],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001751_image-0,000001751,image_0,train,outputs/dynamic_mask_dataset_p217/images/000001751_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001751_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001751/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001751/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001751/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,120193,0.29528548,goods_material|misc_non_static_feature,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":56792,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":29482,""misc_dynamic_feature"":0,""misc_non_static_feature"":90711,""misc_static_feature"":30567,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":199488}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[9,10,17,18],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001751_image-1,000001751,image_1,train,outputs/dynamic_mask_dataset_p217/images/000001751_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001751_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001751/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001751/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001751/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,0,0.00000000,,misc_static_feature,driveable_ground|ego_vehicle|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":90500,""ego_vehicle"":4293,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":0,""misc_dynamic_feature"":0,""misc_non_static_feature"":0,""misc_static_feature"":15466,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":811340}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[3],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[],""misc_dynamic_feature"":[],""misc_non_static_feature"":[],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001751_image-2,000001751,image_2,train,outputs/dynamic_mask_dataset_p217/images/000001751_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001751_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001751/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001751/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001751/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,32656,0.08022799,cart_pallet_jack|goods_material|misc_dynamic_feature,misc_static_feature,ceiling|driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":20653,""ceiling"":1045,""driveable_ground"":151987,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":8983,""misc_dynamic_feature"":3020,""misc_non_static_feature"":0,""misc_static_feature"":6891,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":214412}","{""cart_pallet_jack"":[14,15],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[11,12],""misc_non_static_feature"":[],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001754_image-0,000001754,image_0,train,outputs/dynamic_mask_dataset_p217/images/000001754_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001754_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001754/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001754/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001754/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,405189,0.99545254,goods_material,,driveable_ground,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":1851,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":405189,""misc_dynamic_feature"":0,""misc_non_static_feature"":0,""misc_static_feature"":0,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":0}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[],""misc_static_feature"":[],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[]}"
000001754_image-1,000001754,image_1,train,outputs/dynamic_mask_dataset_p217/images/000001754_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001754_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001754/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001754/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001754/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,314427,0.34117513,fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person,misc_static_feature|rack_shelf,ceiling|driveable_ground|ego_vehicle|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":110888,""driveable_ground"":314324,""ego_vehicle"":4192,""fixed_machinery"":0,""fork_truck"":1013,""goods_material"":300850,""misc_dynamic_feature"":6129,""misc_non_static_feature"":6152,""misc_static_feature"":100567,""person"":283,""pylon_cone"":0,""rack_shelf"":3318,""text_region"":0,""wall_fence_pillar"":73884}","{""cart_pallet_jack"":[],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[3],""fixed_machinery"":[],""fork_truck"":[17],""goods_material"":[7],""misc_dynamic_feature"":[9,10,11,13],""misc_non_static_feature"":[12,21,23,28,29],""misc_static_feature"":[5],""person"":[16],""pylon_cone"":[],""rack_shelf"":[6],""text_region"":[],""wall_fence_pillar"":[4]}"
