index_row_id,p202_audit_row_id,row_source,row_role,sample_id,observation_id,source,session_id,frame_index,raw_segmentation_color_left_path,raw_segmentation_greyscale_left_path,raw_segmentation_color_right_path,raw_segmentation_greyscale_right_path,raw_rgb_left_path,raw_depth_left_path,canonical_label,tracklet_id,physical_key,join_status,join_method,join_reason,raw_evidence_paths_existing,raw_evidence_paths_total
p203_00264,p202_00264,p197_pair,pair_side_b,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_007,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_007,hallway,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2,000007,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/image_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/depth_left/000007.png",warehouse rack,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00265,p202_00265,p197_pair,pair_side_a,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007_002,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007_002,hallway,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW,000007,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/depth_left/000007.png",barrier,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00266,p202_00266,p197_pair,pair_side_b,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_002,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_002,hallway,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2,000007,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/image_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/depth_left/000007.png",barrier,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00267,p202_00267,p197_pair,pair_side_a,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007_001,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007_001,hallway,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW,000007,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/depth_left/000007.png",barrier,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00268,p202_00268,p197_pair,pair_side_b,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_001,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_001,hallway,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2,000007,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/image_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/depth_left/000007.png",barrier,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00269,p202_00269,p197_pair,pair_side_a,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_004,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_004,cross_day,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1,000007,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/depth_left/000007.png",warehouse rack,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00270,p202_00270,p197_pair,pair_side_b,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_004,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_004,cross_day,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2,000007,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/depth_left/000007.png",warehouse rack,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00271,p202_00271,p197_pair,pair_side_a,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007_004,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007_004,hallway,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW,000007,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/depth_left/000007.png",forklift,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00272,p202_00272,p197_pair,pair_side_b,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_000007_007,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_000007_007,hallway,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW,000007,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/depth_left/000007.png",forklift,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00273,p202_00273,p197_pair,pair_side_a,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_004,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_004,hallway,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2,000007,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/image_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/depth_left/000007.png",forklift,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00274,p202_00274,p197_pair,pair_side_b,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_000007_007,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_000007_007,hallway,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW,000007,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/depth_left/000007.png",forklift,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00275,p202_00275,p197_pair,pair_side_a,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007_002,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007_002,hallway,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW,000007,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/depth_left/000007.png",barrier,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00276,p202_00276,p197_pair,pair_side_b,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_002,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_002,hallway,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW,000007,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW/Hallway_Full_CW/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW/Hallway_Full_CW/depth_left/000007.png",barrier,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00277,p202_00277,p197_pair,pair_side_a,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_002,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_002,hallway,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2,000007,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/image_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/depth_left/000007.png",barrier,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00278,p202_00278,p197_pair,pair_side_b,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_002,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_002,hallway,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW,000007,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW/Hallway_Full_CW/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW/Hallway_Full_CW/depth_left/000007.png",barrier,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00279,p202_00279,p197_pair,pair_side_a,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_008,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_008,cross_day,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2,000007,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/depth_left/000007.png",warehouse rack,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00280,p202_00280,p197_pair,pair_side_b,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_008,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_008,cross_day,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1,000007,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/depth_left/000007.png",warehouse rack,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00281,p202_00281,p197_pair,pair_side_a,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_000007_006,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_000007_006,hallway,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW,000007,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/depth_left/000007.png",warehouse rack,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00282,p202_00282,p197_pair,pair_side_b,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007_006,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007_006,hallway,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW,000007,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW/Hallway_Full_CW/depth_left/000007.png",warehouse rack,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00283,p202_00283,p197_pair,pair_side_a,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_000007_006,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_000007_006,hallway,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW,000007,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/depth_left/000007.png",warehouse rack,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
p203_00284,p202_00284,p197_pair,pair_side_b,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_006,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_006,hallway,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2,000007,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/image_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2/Hallway_Full_CW_Run_2/depth_left/000007.png",warehouse rack,,,exact,observation_id_or_session_index_plus_torwic_session_date_route_frame,session_date_route_frame_found_left_color_greyscale_rgb_depth,6,6
