audit_sample_id,p203_index_row_id,p202_audit_row_id,row_source,row_role,sample_id,observation_id,canonical_label,source,session_id,frame_index,tracklet_id,physical_key,raw_segmentation_color_left_path,raw_segmentation_greyscale_left_path,raw_segmentation_color_right_path,raw_segmentation_greyscale_right_path,raw_rgb_left_path,raw_depth_left_path,visibility_quality,mask_alignment_quality,depth_quality,occlusion_level,blur_level,reviewer_note,quality_blocker
p206_022,p203_00276,p202_00276,p197_pair,pair_side_b,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_002,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_002,barrier,hallway,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW,000007,,,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW/Hallway_Full_CW/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW/Hallway_Full_CW/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW/Hallway_Full_CW/depth_left/000007.png",,,,,,,
p206_023,p203_00280,p202_00280,p197_pair,pair_side_b,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_008,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_008,warehouse rack,cross_day,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1,000007,,,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/depth_left/000007.png",,,,,,,
p206_024,p203_00291,p202_00291,p197_pair,pair_side_a,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_006,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_006,warehouse rack,hallway,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW,000007,,,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CCW/Hallway_Full_CCW/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CCW/Hallway_Full_CCW/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CCW/Hallway_Full_CCW/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CCW/Hallway_Full_CCW/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CCW/Hallway_Full_CCW/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CCW/Hallway_Full_CCW/depth_left/000007.png",,,,,,,
p206_025,p203_00308,p202_00308,p197_pair,pair_side_b,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_002,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_002,work table,cross_day,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2,000007,,,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/depth_left/000007.png",,,,,,,
p206_026,p203_00315,p202_00315,p197_pair,pair_side_a,cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007_003,obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007_003,forklift,cross_month,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW,000007,,,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CCW/Aisle_CCW/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CCW/Aisle_CCW/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CCW/Aisle_CCW/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CCW/Aisle_CCW/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CCW/Aisle_CCW/image_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CCW/Aisle_CCW/depth_left/000007.png",,,,,,,
p206_027,p203_00316,p202_00316,p197_pair,pair_side_b,cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007_001,obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007_001,forklift,cross_month,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW,000007,,,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CW/Aisle_CW/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CW/Aisle_CW/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CW/Aisle_CW/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CW/Aisle_CW/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CW/Aisle_CW/image_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Aisle_CW/Aisle_CW/depth_left/000007.png",,,,,,,
p206_028,p203_00323,p202_00323,p197_pair,pair_side_a,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007_006,obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007_006,work table,cross_day,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2,000007,,,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_2/Aisle_CW_Run_2/depth_left/000007.png",,,,,,,
p206_029,p203_00325,p202_00325,p197_pair,pair_side_a,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CCW_000007_005,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CCW_000007_005,forklift,hallway,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CCW,000007,,,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/image_left/000007.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CCW/Hallway_Straight_CCW/depth_left/000007.png",,,,,,,
p206_030,p203_00331,p202_00331,p197_pair,pair_side_a,same_day:obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007_003,obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007_003,barrier,same_day,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2,000007,,,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_2/Aisle_CCW_Run_2/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_2/Aisle_CCW_Run_2/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_2/Aisle_CCW_Run_2/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_2/Aisle_CCW_Run_2/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_2/Aisle_CCW_Run_2/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_2/Aisle_CCW_Run_2/depth_left/000007.png",,,,,,,
p206_031,p203_00332,p202_00332,p197_pair,pair_side_b,same_day:obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_000007_004,obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_000007_004,barrier,same_day,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1,000007,,,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_1/Aisle_CCW_Run_1/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_1/Aisle_CCW_Run_1/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_1/Aisle_CCW_Run_1/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_1/Aisle_CCW_Run_1/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_1/Aisle_CCW_Run_1/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_1/Aisle_CCW_Run_1/depth_left/000007.png",,,,,,,
p206_032,p203_00422,p202_00422,p197_pair,pair_side_b,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007_002,obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007_002,forklift,cross_day,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1,000007,,,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/segmentation_color_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/segmentation_greyscale_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/segmentation_color_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/segmentation_greyscale_right/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/image_left/000007.png","data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_1/Aisle_CW_Run_1/depth_left/000007.png",,,,,,,
