p199_sample_id,p193_sample_id,source,split,cluster_id,canonical_label,resolved_label,observation_id,session_id,frame_id,frame_index,tracklet_id,physical_key,semantic_stability_target,semantic_static_like,semantic_target_status,semantic_target_source,semantic_categories,semantic_hint,semantic_evidence_status,source_semantic_path,label_source,mean_center_x,mean_center_y,mean_size_x,mean_size_y,support_count,mask_area_px,bbox_width,bbox_height,semantic_gate_score,observation_index_path
p199_semantic_00024,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_002,hallway,test,cluster_0001,barrier,barrier,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_002,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_002,2022-10-12__Hallway_Full_CW_Run_2::000007::barrier_002,ambiguous_static_and_dynamic,,ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;pylon_cone,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,206.47368421052633,472.4552444055507,159.0,113.0,15998.0,15998.0,159.0,113.0,0.42183735966682434,outputs/torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2/observation_output/observations_index.json
p199_semantic_00025,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001_006,hallway,test,cluster_0007,work table,work table,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001_006,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001,1,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_006,2022-06-15__Hallway_Straight_CCW::000001::work_table_006,static_like,1,non_ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;fixed_machinery,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,288.4364406779661,352.11228813559325,129.0,41.0,3304.0,3304.0,129.0,41.0,0.27053001523017883,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW/observation_output/observations_index.json
p199_semantic_00026,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_000007_001,hallway,test,cluster_0009,work table,work table,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_000007_001,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_001,2022-10-12__Hallway_Straight_CW::000007::work_table_001,static_like,1,non_ambiguous,p197_semantic_hint_categories,misc_static_feature;fixed_machinery,static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CW.zip::Hallway_Straight_CW/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CW.zip::Hallway_Straight_CW/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CW.zip::Hallway_Straight_CW/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CW.zip::Hallway_Straight_CW/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,903.8362596703666,292.94947864110327,254.0,155.0,14865.0,14865.0,254.0,155.0,0.39145374298095703,outputs/torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW/observation_output/observations_index.json
p199_semantic_00027,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_000007_006,hallway,test,cluster_0005,warehouse rack,warehouse rack,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_000007_006,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_006,2022-06-23__Hallway_Straight_CW::000007::warehouse_rack_006,static_like,1,non_ambiguous,canonical_label_to_p197_ontology_mapping,rack_shelf,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,976.7421001649344,331.9305966437155,368.0,119.0,38197.0,38197.0,368.0,119.0,0.4116958677768707,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW/observation_output/observations_index.json
p199_semantic_00028,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_002,hallway,test,cluster_0001,barrier,barrier,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_002,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_002,2022-06-15__Hallway_Full_CW::000007::barrier_002,ambiguous_static_and_dynamic,,ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;pylon_cone,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,210.35740862333114,469.214105931276,170.0,121.0,18276.0,18276.0,170.0,121.0,0.3579573631286621,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW/observation_output/observations_index.json
p199_semantic_00029,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_007,hallway,test,cluster_0006,barrier,barrier,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_007,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_007,2022-06-15__Hallway_Full_CCW::000007::barrier_007,ambiguous_static_and_dynamic,,ambiguous,p197_semantic_hint_categories,misc_static_feature;pylon_cone,dynamic_or_non_static_like+static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CCW.zip::Hallway_Full_CCW/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CCW.zip::Hallway_Full_CCW/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CCW.zip::Hallway_Full_CCW/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CCW.zip::Hallway_Full_CCW/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,1207.3425994793604,346.10254741539603,149.0,84.0,10756.0,10756.0,149.0,84.0,0.270705908536911,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW/observation_output/observations_index.json
p199_semantic_00030,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_004,hallway,test,cluster_0006,barrier,barrier,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_004,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_004,2022-06-15__Hallway_Full_CW::000007::barrier_004,ambiguous_static_and_dynamic,,ambiguous,p197_semantic_hint_categories,misc_static_feature;pylon_cone,dynamic_or_non_static_like+static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW.zip::Hallway_Full_CW/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW.zip::Hallway_Full_CW/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW.zip::Hallway_Full_CW/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Full_CW.zip::Hallway_Full_CW/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,1158.3614691859439,347.4435811407381,245.0,83.0,16989.0,16989.0,245.0,83.0,0.29591473937034607,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW/observation_output/observations_index.json
p199_semantic_00031,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_000007_002,hallway,test,cluster_0009,work table,work table,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_000007_002,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_002,2022-10-12__Hallway_Straight_CW::000007::work_table_002,static_like,1,non_ambiguous,p197_semantic_hint_categories,misc_static_feature;fixed_machinery,static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CW.zip::Hallway_Straight_CW/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CW.zip::Hallway_Straight_CW/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CW.zip::Hallway_Straight_CW/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CW.zip::Hallway_Straight_CW/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,869.997298194056,302.6202777646111,332.0,145.0,21097.0,21097.0,332.0,145.0,0.2657148540019989,outputs/torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW/observation_output/observations_index.json
p199_semantic_00032,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_000007_005,hallway,test,cluster_0002,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_000007_005,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_005,2022-06-23__Hallway_Straight_CW::000007::forklift_005,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,87.56309125309271,352.67020812108865,194.0,90.0,6871.0,6871.0,194.0,90.0,0.39442169666290283,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW/observation_output/observations_index.json
p199_semantic_00033,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007_007,hallway,test,cluster_0005,warehouse rack,warehouse rack,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007_007,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_007,2022-06-23__Hallway_Full_CW::000007::warehouse_rack_007,static_like,1,non_ambiguous,p197_semantic_hint_categories,rack_shelf,static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW.zip::Hallway_Full_CW/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW.zip::Hallway_Full_CW/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW.zip::Hallway_Full_CW/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Hallway_Full_CW.zip::Hallway_Full_CW/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,954.8845127495553,346.82486657442183,265.0,89.0,20236.0,20236.0,265.0,89.0,0.2761519253253937,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW/observation_output/observations_index.json
p199_semantic_00034,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_007,hallway,test,cluster_0005,warehouse rack,warehouse rack,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_007,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_007,2022-10-12__Hallway_Full_CW_Run_2::000007::warehouse_rack_007,static_like,1,non_ambiguous,p197_semantic_hint_categories,rack_shelf,static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2.zip::Hallway_Full_CW_Run_2/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2.zip::Hallway_Full_CW_Run_2/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2.zip::Hallway_Full_CW_Run_2/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Full_CW_Run_2.zip::Hallway_Full_CW_Run_2/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,954.8845127495553,346.82486657442183,265.0,89.0,20236.0,20236.0,265.0,89.0,0.2761519253253937,outputs/torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2/observation_output/observations_index.json
p199_semantic_00035,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_000007_002,hallway,test,cluster_0001,barrier,barrier,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_000007_002,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_002,2022-06-23__Hallway_Straight_CW::000007::barrier_002,ambiguous_static_and_dynamic,,ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;pylon_cone,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,310.0891299567544,465.35549365975226,141.0,107.0,13643.0,13643.0,141.0,107.0,0.4140094518661499,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW/observation_output/observations_index.json
p199_semantic_00036,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007_005,hallway,test,cluster_0002,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007_005,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_005,2022-06-23__Hallway_Full_CW::000007::forklift_005,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,50.62583995113012,367.7208307880269,117.0,37.0,3274.0,3274.0,117.0,37.0,0.42948341369628906,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW/observation_output/observations_index.json
p199_semantic_00037,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_005,hallway,test,cluster_0002,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_005,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_005,2022-10-12__Hallway_Full_CW_Run_2::000007::forklift_005,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,50.62583995113012,367.7208307880269,117.0,37.0,3274.0,3274.0,117.0,37.0,0.42948341369628906,outputs/torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2/observation_output/observations_index.json
p199_semantic_00038,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_002,hallway,test,cluster_0002,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_002,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_002,2022-06-15__Hallway_Full_CCW::000007::forklift_002,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,79.30876339927063,313.76737761078573,141.0,150.0,9049.0,9049.0,141.0,150.0,0.4187856912612915,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW/observation_output/observations_index.json
p199_semantic_00039,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_000007_008,hallway,test,cluster_0002,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_000007_008,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_008,2022-06-23__Hallway_Straight_CW::000007::fork_008,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,93.22435617634221,366.6147970318638,174.0,33.0,4582.0,4582.0,174.0,33.0,0.2615351676940918,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW/observation_output/observations_index.json
p199_semantic_00040,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_000007_003,hallway,test,cluster_0001,barrier,barrier,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_000007_003,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_003,2022-06-23__Hallway_Straight_CCW::000007::barrier_003,ambiguous_static_and_dynamic,,ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;pylon_cone,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,181.9433941156729,480.77268150799864,167.0,120.0,17878.0,17878.0,167.0,120.0,0.37972623109817505,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW/observation_output/observations_index.json
p199_semantic_00041,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_000007_004,hallway,test,cluster_0007,work table,work table,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_000007_004,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_004,2022-06-23__Hallway_Straight_CW::000007::work_table_004,static_like,1,non_ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;fixed_machinery,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,397.3943699026572,355.7329650092081,98.0,43.0,3801.0,3801.0,98.0,43.0,0.517707884311676,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW/observation_output/observations_index.json
p199_semantic_00042,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_000007_003,hallway,test,cluster_0002,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_000007_003,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW_003,2022-06-23__Hallway_Straight_CW::000007::forklift_003,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,70.92645577271811,330.23624823695343,183.0,157.0,9926.0,9926.0,183.0,157.0,0.4322502613067627,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CW/observation_output/observations_index.json
p199_semantic_00043,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CCW_000007_002,hallway,test,cluster_0009,work table,work table,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CCW_000007_002,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CCW,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CCW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CCW_002,2022-10-12__Hallway_Straight_CCW::000007::work_table_002,static_like,1,non_ambiguous,p197_semantic_hint_categories,misc_static_feature;fixed_machinery,static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CCW.zip::Hallway_Straight_CCW/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CCW.zip::Hallway_Straight_CCW/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CCW.zip::Hallway_Straight_CCW/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CCW.zip::Hallway_Straight_CCW/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,870.1030561478323,348.2871357498223,179.0,95.0,1407.0,1407.0,179.0,95.0,0.34145042300224304,outputs/torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CCW/observation_output/observations_index.json
p199_semantic_00044,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_001,hallway,test,cluster_0001,barrier,barrier,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_001,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_001,2022-06-15__Hallway_Full_CCW::000007::barrier_001,ambiguous_static_and_dynamic,,ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;pylon_cone,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,333.1878117545001,455.1132075471698,141.0,108.0,13833.0,13833.0,141.0,108.0,0.48250800371170044,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW/observation_output/observations_index.json
p199_semantic_00045,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001_001,hallway,test,cluster_0002,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001_001,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001,1,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_001,2022-06-15__Hallway_Straight_CCW::000001::forklift_001,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,61.30643072939145,256.5627967198964,96.0,80.0,2317.0,2317.0,96.0,80.0,0.3858867287635803,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW/observation_output/observations_index.json
p199_semantic_00046,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_000007_001,hallway,test,cluster_0012,barrier,barrier,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_000007_001,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_001,2022-06-23__Hallway_Straight_CCW::000007::barrier_001,ambiguous_static_and_dynamic,,ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;pylon_cone,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,1087.7482465380367,591.0363666726614,333.0,259.0,77846.0,77846.0,333.0,259.0,0.4790368676185608,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW/observation_output/observations_index.json
p199_semantic_00047,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007_004,hallway,test,cluster_0002,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007_004,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_004,2022-06-23__Hallway_Full_CW::000007::forklift_004,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,147.88278816199377,353.29906542056074,60.0,56.0,2568.0,2568.0,60.0,56.0,0.41681721806526184,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW/observation_output/observations_index.json
